video_id,title,date,transcript
QmEMhGeYm4g,Victorian drivers relying on medicinal cannabis could soon be legally allowed to drive | 7NEWS,2023-02-22T07:14:41Z,
X0yxrrKgEKc,World-first study uses medicinal cannabis to treat insomnia,2018-04-30T04:44:44Z,"This trial is looking at the effects of
medicinal cannabis on the treatment of insomnia. Insomnia is really prevalent in
the population it's the most common sleep disorder insomnia is a difficulty
in getting to sleep or staying asleep or waking up too early and it has an impact
on people's daily functioning or quality of life we know from anecdotal evidence
and also from evidence in other trials for example looking at the use of
cannabis on in treating certain pain conditions that it potentially has side
effects which are sedating so we believe that it may be useful in people who have
difficulty sleeping it's going to be taken under the tongue and it's an oil
formulation and people it's point five of a mill and people will take it
nightly about one hour before they are wanting to go to sleep the trial is a
randomized double-blind placebo-controlled crossover trial so
what that means is that we'll be looking at their sleep over baseline two week
period and then they will have the placebo all the active medication for
two weeks and then cross over and have the opposite for two weeks and they
won't be told which is which and us as the investigators won't know either
until the very end when we unwind the trials there are a lot of people who
suffer from insomnia and I mean this is these are the people that are telling us
as well I think there's a lot of people that live with it without seeking help."
50erGoFBoQ4,Australia&#39;s Underground Medicinal Marijuana Growers,2019-08-23T04:30:02Z,
11GeNIFXMJY,"Medical cannabis is on the rise – but does it work? | Epilepsy, Chronic Pain &amp; Sleep",2019-05-12T09:00:01Z,"[Music] more Australians are using medicinal cannabis and ever before we know this because more than 3000 scripts were approved last year by the Therapeutic Goods Administration medicinal cannabis isn't easy to access and it can be very expensive so the people who use illegally well they're just the tip of the iceberg it's thought as many as 100,000 Australians self-medicate illegally for everything from back pain to sleep problems getting access to pain relief is of course a good thing but when it comes to the evidence for medicinal cannabis well the picture is mixed there's still a lot that we don't know so far research into cannabis has been difficult partly because it's still illegal in many places but also because of how complex the cannabis plant is cannabis contains more than 400 bioactive molecules about 100 of which are cannabinoids it's thought that these cannabinoids tap into one of the human body's natural systems the endocannabinoid system there are two cannabinoids that you've probably heard of THC or tetra hydro tetra hydro hydro can I do that into tetrahydrocannabinol or THC and cannabidiol or CBD THC is no important psychoactive effects it's the thing that's so high CBD doesn't but both are thought to have therapeutic effects different cannabis strains contain different ratios of THC to CBD and when you add that to the different ways cannabis can be consumed the various types of products available the different doses and research methods used it means that clinical trials have vary a lot in 2017 Australian researchers did a systematic review that's like the gold standard for evidence and they found that on the whole the evidence for medicinal cannabis is limited and it should only be used when registered medicines have been unsuccessful so what is the evidence the strongest case for its use is with children and young people with drug-resistant epilepsy CBD products have been shown to reduce the frequency of seizures by up to 50% or more in up to half of pediatric patients the evidence for its using chronic pain is a little more contested a large US study in 2017 found substantial evidence that cannabis containing both CBD and THC could effectively treat chronic pain but Australian researchers have found that the effect is likely to be modest when it comes to the relaxing qualities of cannabis well there is some evidence that medicinal products can help to improve people's sleep but a lot more research is needed and that goes for nearly all conditions which is why there are a number of clinical trials underway here in Australia and around the world what's your experience are you taking which is not kind of this leave us a comment below or subscribe by clicking here and cabinet camp cannabis kind of cannabidiol cannabidiol"
Ch3tzbKUtl8,CBD oil now available without prescription | A Current Affair,2021-02-12T03:50:29Z,
YbZiS8K-sg4,Calls For Changes To Medicinal Cannabis Driving Rules,2022-09-25T09:24:15Z,
kUKphG8kkUU,Chain of centres for medicinal marijuana opening across country | Nine News Australia,2019-07-22T08:44:22Z,
MuSK2lAIT8Q,Inside WA&#39;s top secret medical cannabis facility | Nine News Australia,2019-08-20T01:43:02Z,
EFGZCnheMDI,MCAID Swinburne University Medicinal Cannabis &amp; Driving Study Victoria Australia,2022-03-22T23:51:08Z,hey everyone tom brown here co-founder of honolee and today i'm with dr tom arkell a research fellow at swinburne university who studies medicinal cannabis and its effects on driving tom's running the mc aid study that will investigate cannabis effect on driving over the course of a three-month period tom's here to tell us a bit about his research and how patients in victoria can get involved thanks for joining me today tom thanks for having me awesome so to get us started can you tell us a bit more about mcad who's running the trial where is it happening and so on so the trials being run at the center for human psychopharmacology at swinburne university in hawthorne in melbourne this study in particular has been uh funded by the department of health and human services and this is a really sort of long-term uh study that's the focal point of some of our cannabis and driving research that we've got going on in our lab here amazing so tell us a bit about the aim of the mca study so the aim of the study is to look at how medicinal cannabis treatment affects driving and cognitive performance over time so generally studies often look at just the acute effects of cannabis so immediately after vaping or taking oil for example whereas in this case we're really interested in seeing how does it actually affect driving and cognition over those first few months of treatment so you know for example at that stage when impairment may be greatest in that first set of month when you're getting used to a new medicine and then up to three months later when patients tend to be stable and used to the effects of the medication great and you've already touched on the cannabis and drug driving now this sounds like it could be very important regarding the cannabis and drug driving laws can you tell us a bit more about that and and how this may impact australians and patients more broadly you know i think the restriction on driving for patients who are using medicinal cannabis is really probably one of the biggest barriers that that patients face it's also a barrier to many patients who may be interested in trying medical cannabis but who feel that they're you know essentially unable to give up the freedoms that come along with driving so this trial is i suppose one of the first steps in getting some real world evidence uh around what medicinal cannabis actually does to driving you know if you're using it over a long period of time uh what sort of effects does it begin to have uh over time so i think this will go some way towards uh affecting uh policy here and overseas and the other thing is we don't really have any good guidelines around how long patients should wait before driving you know i think doctors are in a similar position where they don't always know what to tell patients because we just don't have that information available so outside of australia even i think this will go some way to helping us to develop guidelines uh that can then be used by by doctors and by their patients and policymakers as well that sounds great so can can you tell us a bit how about how the trial works yes so the way it works is that we're looking for new patients who are just about to start using medicinal cannabis for the first time so the idea is that you would come in before you actually use it for the very first time between that time when uh you see your doctor script gets authorized and then you actually go and pick it up from the pharmacy uh we'll have you come into the lab for a couple of hours before then so we can get some baseline measures uh we can see how your driving and cognition is before you've actually started using cannabis and then you would come back each month after that it's about one two and three months and that way we get a really comprehensive i suppose picture of what your driving cognitive performance looks like at those different stages of treatment great that sounds really interesting and and can you tell us just as a little bit of a recap can you be really clear on what the requirements are for individuals who would be eligible for the trial so to be eligible for this study you must have chronic pain it's restricted to people with chronic pain you must be 21 years or over you must have your foot driver's license and he must have not used any cannabis in a month prior to enrollment now there's no restrictions on product type that's totally your doctor's discretion we're expecting that patients may be changing uh the medication they're using over the course of of the few months of the trial and that's part of what we're looking at here it's a naturalistic study where we're not deciding or giving you a particular product we're simply observing you as you're using a product a doctor would normally prescribe great this sounds really exciting and i think patients will actually really want to get involved in this is there any sort of cost to the patient or or remuneration for the patients participating in the trial so the only cost for the patient is is really in terms of your time each session takes around two to three hours the first one's a little bit shorter the ones that one two and three months are a little bit longer around three to four hours so there's the time commitment um but you will be renumerated for your time so for completion of the whole study uh you'll receive up to 800 there's 150 for each session to help cover your time and travel costs and then two hundred dollar completion bonus for finishing the whole protocol great um so just to wrap this up can you tell patients how they can get started um or what what the best pathway to get involved is from here so the first thing to do is to download the participant information form uh which will be linked to here on the website the honolulu website um from there download that have a look through it find out a bit more information about the study and see whether you think this might be the right thing for you if you think it is take that to your doctor have a conversation with them from there the thing to do is scan the qr code which will be on the last page of that document that will link you to a redcap website from there answer a few questions put in your contact details and then either myself or another member of the research team will be in touch with you to discuss further great um we will make sure to have some links up and and for those of you watching you'll have just seen some of the information on the screen um before we wrap up is there anything else you want to say to everyone tom well thanks for having me on here and thanks for giving me the opportunity uh to talk about this study i think this is a really important study is certainly something that i've been interested in getting up and running for a while um gathering real world evidence around how cannabis is actually affecting driving patients is obviously a crucial question something that we don't really have much evidence around what this study is going to do is it's going to help us build an evidence base that can be then used to actually guide policy both here in australia and overseas amazing it's very very exciting work that you're doing we really appreciate you being here and look forward to having you back thank you
X0yK2hQAv94,Cannabis Plans: Greens Push To Make Recreational Cannabis Legal Across Australia,2023-01-30T07:38:58Z,
FUJ8Jgkjy8E,Medical Marijuana Prescriptions in Australia.,2021-01-09T19:55:17Z,[Music] welcome to avail cannabis clinics australia have you ever wondered if medical cannabis could soothe what ails you well according to data collected over thousands of years there's a good chance that it can medical cannabis has been federally legal in australia since the 24th of february 2016. australian health regulators expect the number of medical cannabis prescriptions will reach to at least 70 000 in 2020 at the current rate of growth but local experts predict that the final number could be much higher that's more than double the 30 000 approvals that the government received through the end of 2019 and one of the main reasons being that australians would rather consume a natural plant-based medicine we have outlined our cannabis prescription process for you in four easy steps in hopes that it will make the process easier to understand step one forms request for your gp to complete the below referral form and send it to us via fax if your gp is not willing to send a referral on your behalf which will save you on annual costs please complete our patient consent form to allow us to retrieve your health summary on your behalf next complete our patient assessment form step 2 payment once we receive the completed patient assessment form and health summary either by your doctor sending in a referral or us gathering your health summary through the use of our consent form you will receive a notification via email and telephone advising that payment is the last step before your doctor's appointment step 3 doctor appointment once payment is confirmed you will be notified of next available appointment times appointments are usually 30 minutes with doctor and 15 minutes with educator here you will be provided with your personalized treatment plan with specific product recommendations and dosing instructions from one of our physicians who are experts in cannabinoid therapy we are currently providing telemedicine consultation coast to coast on a weekly basis as an avail cannabis clinics australia patient you must adhere to current regulations which includes purchasing your prescription products through the regulated channels set out by the tga these producers are required to follow very strict guidelines similar to any pharmaceutical company producing products for human consumption and you can trust that their products are safe step 4 product shipping once you receive your tga approval your products will be ready to be dispensed from coast to country through our preferred online platform approximately one week after your appointment thanks for watching our relationship has just begun avail cannabis clinics australia five three one seven seven zero four two w w dot avail cannabis clinics dot com dot eu
l8J9TC6uHWM,The Legalise Cannabis MPs lobbying for change in Victoria | 7.30,2023-03-01T02:30:30Z,thank you [Music] [Music] there's nothing quite like first day nerves especially when all eyes are on these two new Victorian MPS [Music] I'd rather would use cannabis for socializing than alcohol I like to wind down with cannabis I have been both a recreational and a therapeutic user of cannabis now for 42 years at the risk of showing my age yeah shank and Rachel Payne are talking about is illegal in Victoria but they're legalized cannabis party MPS and as the name suggests they're on a mission this is us here yep and it just really struck home to me that I'm I'm having this cannabis it's in my own home I'm not hurting anyone and I'm breaking the law and the system is just really wrong on this issue all right we're going to do whatever we need to do to achieve sensible regulation of cannabis in Victoria [Music] they'll likely have the balance of power in the upper house which will make them very influential David's today enjoying everyone's everyone's teaching four percent of Victorian voters gave Rachel and David their first preferences [Music] parties rise in popularity coincides with a boom in medicinal cannabis 335 000 scripts have been issued across Australia over the past six years it is growing quickly there's been significant investment in the industry mated 400 million dollar industry and this production facility here in Mildura is one of the largest in Australia this facility operates year-round so it can produce capacity of around 12 and a half thousand kilograms of dry flour out of this facility this is uh for for patient use here in Australia and potentially for export as well [Music] group is one of about 40 ASX listed medicinal cannabis companies but doctors aren't rushing to endorse the drug the evidence shows that there are lots of other treatments that provide benefit and that needs to be explored first in terms of doctor pushback it's it's a whole new area so prohibition has meant that there hasn't been the research done in in this space and Australia is is one of those key medical markets that has a very conservative approach to showing me the evidence medicinal cannabis has become a business model versus a healthcare solution so now what we see is Big Business have taken over the Cannabis prescribing area you see it on buses you see it in your social media and now what's happening is that we're having patients think that this is the first protocol versus the last protocol in 2020 I developed an immuno condition which was undoubtedly the most painful thing I've ever experienced and I would find myself most evenings just sitting on the back deck um having a joint and it was actually really really good for just relaxing me and reducing my nervousness the majority of people we see who are using medicinal cannabis are accessing it through the illicit market and one of the things that I would love to see is that you can grow your own at home growing or possessing cannabis without a script is still illegal everywhere except for the ACT where a small amount has been decriminalized for private use [Music] the people still do it because it's far cheaper than purchasing it legally at a pharmacy usually people come in with chronic pen or anxiety or insomnia this sort of means three main areas I see over here medicinal cannabis is a medication of Last Resort so they don't just walk off the streets with like oh I've just got a acute pain and I'm here for it so it's usually chronic it's been on for years it's not a simple process most GPS and prescribing nurses have to apply to the TGA for a special permit each and every time they want to prescribe a patient with cannabis so prices can range from seventy dollars right up to three hundred and fifty dollars or more the whole idea about medicinal cannabis is that we can guarantee what's in the bag and so what sort of questions do people have about medicinal cannabis is there a level of hesitation still when people come here the question to ask most is about driving what do people ask if they're put over by the drug bust would they be charged if they've got cannabis in their system then the answer is yes because it's only about presence not impairment that's the first thing these new Victorian MPS want to change we're looking for cannabis to be treated exactly in the same way that any other prescription drug is treated which is if you've got a script and you're not demonstrating signs of impairment then you should be able to go around your business you were wondering when I was going to get to cannabis they've taken their seats in the Victorian parliaments the current cannabis prohibition makes criminals of millions of otherwise law-abiding citizens particularly the most marginalized and vulnerable because of these laws I am a criminal and I have been committing criminal acts for over 40 years and I suppose in my more optimistic moments and as a an ABC tragic I actually really look forward to that time where on a Friday evening I can put my feet up put on gardening Australia and I'll see Costa talking about how we can best prune our own cannabis plants to get that good crop
sw41ftdu2zo,Legalities of Smoking or Vaping Medicinal Cannabis In Public (Australia),2022-01-16T23:13:52Z,hi my name's david holbern i've just retired after 21 years as a magistrate and now i practice law i've dedicated most of my time now to the cause of medicinal cannabis today i'm going to answer a few questions that medicinal cannabis patients have asked about consumption of medicinal cannabis in public so is it legal to consume my medicinal cannabis in public in order to answer that question we need to look at cannabis medicine from two major delivery methods firstly inhalable products things like flour and hash and secondly oral products those that are consumed in the same way that most conventional medicines are consumed these are things like oils chews capsules and the like we often hear the question can i smoke my medicinal cannabis in public we've heard that patients have been told it's okay to consume their flour in smoking areas and to stay away from children but what does the law actually say there are a few things i'd like to clarify firstly the tga website explicitly states quote a variety of products are currently available these include raw botanical cannabis for which medicinal purposes should be vaporized but not smoked end quote so it's not legal for you to smoke medicinal cannabis in public at all then we must look at the question as to whether you can vaporize your medicinal cannabis in public places firstly let's deal with non-smoking areas like public transport or where there are signs prohibiting smoking in every state or territory it's illegal to vape in a non-smoking area then let's talk about smoking areas and this is a grey area there don't seem to be any laws that say you can't vape from this medicinal cannabis in public smoking areas but is still subject to the general law law enforcement still has powers to stop you from vaporizing your medication in public smoking areas for example if they deem you to be a nuisance or causing a public disturbance so in theory you could be arrested or have your medication taken away let's use an example to demonstrate these issues if you're vaping in a public area with people around a smoking area a person could complain of a public disturbance and a police officer could tell you you're not allowed to vape around other people in the same sense that passive smoking of tobacco can be harmful the passive inhalation of thc vapors could also constitute a risk to persons who are nearby although you're vaping dissipates faster than smoke from a cigarette it still has physical presence and could be deemed a public nuisance or disturbance in this scenario you might argue you're a legal patient you're medicating you're not hurting anyone and will not stop in which case you would risk arrest under those broad public disturbance powers because the law is so unclear even in a smoking area we recommend logic prevail if you need to medicate in public in a smoking area do so discreetly and make sure you stay away from children it's not good for anyone when medicinal cannabis patients have run-ins with the police now let's talk about orally consumed medicinal cannabis products with oral products the answer is simple like all other medications you can can consume an oral product in public remember the police still have powers to stop you from doing this however it seems unlikely you'd have any issues with a police officer if you're taking a tablet or a capsule in public so to conclude there are no laws that explicitly state you may not consume your cannabis medicine in public except if it is a non-smoking area if you're taking an oil product then the risk of having any trouble with law enforcement is very low if you're prescribed an inhaled product then you may only vaporize that product not smoke it and when it comes to consuming an inhaled product in public while you may get away with it as a legal practitioner i have to advise you not to vape in public and certainly not in a no-smoking area certainly not also in circumstances likely to risk a public disturbance and if a police officer or someone asks you to stop do what you're asked so you don't have legal trouble thanks for joining me today my name is david halpern and i'm signing out
dc98bhbtzao,How to Hop onto the Medical Cannabis Program in Australia 🇦🇺 (The Price has increased $100),2022-04-22T00:16:39Z,g'day all you stoners and australian stoners everybody's always commenting how do i help on the medical well in the description below access.cannatrek.com follow the link sign up to become patient they will call you you wait for the evaluator to call you you explain to the evaluator just like you typed in to sign up to become a patient why you deserve the medical cannabis then the availab evaluator will say yes or no and then the evaluator will refer you to a third party doctor and then the doctor will call you after you make the appointment so pretty much everybody calls you you don't have to seek anyone all you have to do is sign up to the link and everyone will call you however the tga is backed up with 200 plus applications as they're full as full as can be however i almost don't want to recommend this but unfortunately the cannabis um initial consultation fees have risen i used to pay 150 for an an initial consultation fee they now cost 250 so expect to pay 250 just to talk to the doctor for two prescriptions or potentially one however your follow-up fee if you go to the cda.com any prescriptions you've already been prescribed you can go through to the cda.com cannabis doctors australia and then pay 50 for a renewal of one prescription however the second consultation fees have now gone up from 75 to 175 so that's a yikes from me i only had to pay 75 because the prior people who hopped on for that price including myself and anyone else through the people that i go through at the moment i only have to pay 75 but i feel for everyone who has to pay that extra 175 or that extra 100 because i used to pay 150 and now it costs 250 to just talk to the doctor for the first time the first time so it's just interesting because you might i'm not going to say you're going to get denied but what if the doctor says you don't deserve this and you pay the 250 anyway so keep that in mind the price has now gone up from 150 for the initial consultation initial consultation means the first time that you chat to face with the doctor or phone to phone rather rather because the doctor will call you so keep that in mind it's now cost as much as a bush ounce to talk to a doctor so 250 dollars used to get you 28 grams of bush cannabis now it just gets you a consultation fee with the doctor to access medical cannabis so that that's not you don't pay for your weed that she will give you your prescription so your prescription will come from that 250 or she might say no and you might not get any prescriptions bong on keep that in mind and everybody deserves to have medical access sorry deserves to have access to medical cannabis however the prices have gone up so i used to recommend everyone to hop on now i'm hesitant to recommend it because the price has gone up by a hundred dollars it's not worth it now used to be worth 150 to just talk to the doctor that's not too bad 150 okay it was expensive but it's not that bad compared to 250 dollars just to talk to the doctor for your first consultation that's insane 250 dollars that's almost the cost of two prescriptions of cannabis so 150 dollars for 10 grams of cannabis i pay 155 for the topaz flour or i pay 155 for 3 grams of the topaz bubble hash now the bubble hash and the topaz flour 100 off both of those items goes straight to the government i wonder why it's not focusing anyway i'm going to end the video because it's not focusing you get my point the medical's risen in price bong on hop on the medical but the price is driven risen
K6ARWPxP7U4,Could cannabis be legalised in Australia?,2023-02-08T00:36:33Z,
NSYEn61CM4Q,Medicinal marijuana to be grown in Australia,2015-10-17T21:27:08Z,welcome back to weekend sunrise the federal government has today announced a plan to allow decontrolled cultivation of marijuana for medical purposes across Australia Prime Minister Malcolm Turnbull will seek parliamentary support for draft amendments to the narcotics Act it would allow cannabis to be grown in a safe and legal manner joining us in our Canberra studio is health minister Susan Leigh good morning to you Minister may come as a surprise to many what sparked the move and how will it work well the stories of so many patients and their suffering their inability to get pain relief a group of children with a type of epilepsy for whom it's been demonstrated that medicinal cannabis does work all of those stories have moved all of us across the country to take the steps that we are the Commonwealth is providing the missing legislative piece because currently if any state or territory cultivates cannabis for medicinal purposes they're in breach of our international conventions so we are drafting amendments to our narcotics drugs act in order that this process not be in breach of international conventions and that those who want to manufacture a product and bring it to patients can do so so Minister for years state and federal governments have said well we're not convinced to the therapeutic benefits of cannabis or cannabis extracts you obviously are convinced of that is a have you stipulated the range of illnesses for which it may be used we won't be doing that the states are conducting clinical trials and remember as a patient all of these treatments should be taken with your doctor at the centre of your treatment program and at the moment you can in fact important it's happening cannabinoids it's a typically a tincture or oil that is ingested it's very expensive it's very difficult to obtain the demand in the places where it's produced overseas is so high anyway the missing piece that we're going to provide at federal level is the ability for that cultivation to happen and then special access will be available for example for terminally ill patients who can't wait for a process that tests something that would normally go through our therapeutic goods agency that agency will still be part of this process but I want to emphasize that special access scheme for those who will be in urgent need and one of the things you have emphasized 10 Minister is that you'll be closely managing their supply of medicinal cannabis from farm to pharmacy how can you track that and make sure that the cannabis is being grown and used for the purposes that you intend well by licensing its growth inside the Department of Health in the same way that we do actually with opium poppies typically grown in Tasmania we will under our international obligations have to identify what crops are grown and what the fate of those crops is so it will be closely managed as you say from farm to pharmacy in order that there be a safe and sustainable supply of medicinal cannabis for patients as soon as possible Minister whenever we discuss this we get a lot of feedback from our viewers so just to be very clear are we talking about legalizing for medicinal purposes only cannabinoid products or will people suffering from certain ailments actually be able to smoke pot well that's not the intention this is not a product that is smoked this is not about somebody saying I'm smoking and illegal product is it it often is in some circumstances because I have an illness it's not about that at all this is carefully controlled carefully managed and it is a product as I said that is typically ingested we will see through our clinical trials what works best it's not for us to say that at this stage but it is important that the people who are undergoing pain that cannot be relieved by other circumstances and whose doctors believe that this will help get access yeah Minister what was the tipping point for this as you said before it kind of came out of nowhere no is expecting this legislation to be put forward was there a particular case or particularly compelling argument that give it this was the right thing to do it's been discussed for a long time edweena it's not something that has just suddenly come up but I guess in turning my attention to it and talking to my departmental officials my question was what do we need to do because we keep coming up against these international conventions so we need to amend the Act to allow this to take place already the states and I particularly want to commend New South Wales so I'm meeting at Westmead Hospital later this morning you know they've started clinical trials they're absolutely ready to go as our other states because they've been approached by their patients by their doctors by their cancer communities by children with epilepsy and their carers so they're ready to go and what we needed the Commonwealth to do was to provide this missing piece to actually allow this to happen without this amendment to our act this actually can't take place well Minister we know as I say from our previous discussions on the show that there will be tens of thousands of people who are incredibly grateful that the government has been listening and and monitoring the research and is going down this path so you can see how it plays out legislatively thank you for joining us this morning thank you
2He_pK458aU,Australian Sporting Legends Helping Develop Medicinal Cannabis Formula To Treat Chronic Pain,2022-07-01T09:22:02Z,
5LRBqjtUMBk,The chilling truth about Cannabis Psychosis | 60 Minutes Australia,2022-07-12T04:40:40Z,back in the 30s there was a melodramatic little propaganda film called reefer madness in no uncertain terms it funded on about the evils of the demon weed that mind-destroying drug marijuana naturally enough hip youngsters thought it was hilarious they still do but as it turns out reefer madness is no laughing matter it really does exist wait till you see the latest the most comprehensive research it proves cannabis really can cause psychosis can wreck young brains not only that the drug itself is stronger super strong and the users are younger much younger 10 and 11 years old [Music] dope weed pot call it what you want but smoking cannabis has been considered a rite of passage for generations but that might have to change because this drug is much stronger and more dangerous than ever before if the concentrations of cannabis continue to rise and the availability of cannabis is how it is it will definitely have a bigger impact than cocaine or heroin absolutely this drug can permanently damage brains yeah that i see all the time is there a link between this drug and suicide oh yes 21 year old lachlan priest has everything to live for he's smart sporty and popular but three years ago his life turned to hell cannabis sent lachlan mad how often would you smoke towards the end it was pretty much every day how many times a day you know two or three joints a day [Music] towards the end of 2002 the dope started altering lachlan's mental state he was becoming manic and delusional suffering from cannabis psychosis i felt that like everything was just so easy and i could conquer incredible goals which and i'll just do it like that and then one day in his bedroom lachlan snapped launching himself into a three-day psychotic bender that would end in a psychiatric ward i was starting a new life for myself so i had to um you know just everything had to go everything all the old stuff the you know i just wanted to completely live in the moment and the past just didn't matter so i destroyed it all and um and yeah smash this mirror and you know blood everywhere and that's when my parents came in and saw that i'm just standing here and rooms completely you know completely trashed looks like a bombs hit it and there's just blood everywhere and blood dripping out of my hand and they came in and i was actually in such a good mood that i was smiling it's a tiny room but it took me 12 hours to clean it up he'd done so much damage and just washing the blood off the walls and things like that was just um heart-wrenching for me and i just thought you know our lives had been turned upside down you must have felt as though you were losing your son yeah it did seem um for a while like you know yeah you do panic and you're just just wondering you know what's where's he gone because you couldn't get to it i basically just started didn't know where i was walking but i just started walking in the direction of the sun [Music] when you're kind of manic and you're at that point in psychosis um you just believe that something will come up you go outside and you go i'm just gonna walk something will happen i don't know what yet for some reason i thought that there was going to be this massive massive party being held for me at rod lake arena i walked to rod laver arena i think and [Music] just kept walking and kept walking and then i got sidetracked and went to the era [Music] um i could see footsteps just stepping in the ground next to me and even though no one was there but i i of course just thought there was you know there was someone there it's stuff like that you definitely know it's psychosis we were trolling the streets looking for him in the dark because we didn't know where he was and um i just saw him in the middle of really busy road near us just playing chicken with the traffic and i look back on those things thinking at any point during that 24 hours he could have easily died you have no doubt that marijuana played a major role in your psychosis yeah yeah definitely no doubt at all [Music] [Applause] it's now clear that what was once considered a socially acceptable drug is anything but and it's research that's taking place here in sweden that shows just how dangerous cannabis can be we're now being told that teenagers in particular are not only at real risk of a psychiatric illness but the cannabis can damage their brain for life [Music] we have two hemispheres of the brain and cannabis has an effect all over the brain because the receptors where cannabis binds to are located throughout here our cortex our cerebellum for motor coordination professor yasmin heard from sweden's karolinska institute is one of the world's leading brain researchers she has discovered cannabis can have a profound and lasting impact on the developing teenage brain early cannabis exposure changes the chemical makeup of the brain and therefore how it processes information and those brain regions that it's changed in are very important for emotional processing and for the underlying disorders related to psychiatric illnesses such as schizophrenia drug addiction you say the scientific data is there to show that there is a direct link between cannabis and psychosis definitely um there are studies now worldwide that have shown this the earlier you use cannabis and kids now are using it earlier and earlier the greater the effect on the brain so it's cannabis with development how young are we talking here you have kids starting at 10 11 years old the adolescent brain is particularly vulnerable as it matures indicated here in blue it becomes hardwired cannabis can disturb the chemical balance of the brain causing psychosis [Music] with the skunk which is 30 to 60 times higher in thc content than the ordinary block or the stuff that was around in the 60s people are really hurting their brains particularly particularly the young people whose brains aren't properly formed yet julie lynn evans is a london-based psychotherapist who is at the front line of what she calls a losing battle more and more young patients are being sent to her with cannabis related psychosis and this is what they've been smoking it's called skunk the most potent form of cannabis loaded with thc the component of the drug that gets you high it's regarded by a growing number of experts as the most dangerous drug on the streets today i would prefer to have a 18 year old hooked on heroin to treat or crack cocaine and skunk that's an extraordinary thing to say yes i know very controversial that you'd prefer a young person to be hooked on heroin well as long as they're smoking it i think once you go into needles that's a different ball game [Music] so you don't recover from a percentage of children and we don't know what percentage yet and it's a small percentage but because of i work on the edge and as a percentage i see don't recover and there's nothing that you can do about them lachlan priests first tried pot at 15 but only smoked it heavily in his final year of school within six months he was delusional and i started thinking i could you know become invisible and that's you know that's that's when people would you know look you and go man like something's not right like when you start having because it it just you kind of elevate and elevate [Music] so i ended up escaping from hospital invisibly of course that's when i started seeing all the auras and i started thinking i was it was initiation into into heaven i guess [Applause] [Music] it's party time in amsterdam the liberal capital of the western world here just about anything goes cannabis is freely available to be bought and smoked as long as you're over 18 of course oh that could make me happy so it's no surprise that it's in this town you'll find the drug's strongest defenders without hyperbole it's the single most important plant in human history it's the first thing we cultivated as a crop it was the first thing we wove into a cloth and wore on our back that wasn't an animal skin it was the only thing strong enough to make paper that would last several generations it's the only thing strong enough to rig a ship to sell around the world so it's it's had these places in these fundamental parts of our development this is a female flower of the super skunk plants ken johnson runs amsterdam seed bank a mecca for cannabis connoisseurs here you can buy the high you want the steady trade ample evidence that tourists don't come here just for the tubes there's no such thing as a safe drug uh sugar isn't it and caffeine aren't safe drugs correct me if i'm wrong but i think we're yet to see a sugar user having a psychotic episode as a direct result well so we see psychotic episode the terminology is often very misapplied a psychotic symptom a psychotic episode and not the same thing as a psychosis which is not the same thing as a schizophrenia and as far as science or medicine having decided that cannabis is linked to these things the it's extremely flimsy evidence this is a prime example of a cannabis indica variety it's actually a hindu kush cross with skunk number one we call it the pot of gold um now these originate from colder more mountainous regions other champions of cannabis like lorna clay who runs an information service about the drug point to its medicinal properties it can be used to treat the symptoms of anything from aids to arthritis medically this is used to treat people who have glaucoma multiple sclerosis chronic pain even arthritis but even lorna expresses concern about the potential effects of cannabis on teenagers do you think young people should be smoking marijuana no i don't at all um that's also to do with the fact that when you're young your brain is not fully matured until you're 18 to 21 years old there is definitely evidence out there in many studies now worldwide to show a link between cannabis and especially i want to emphasize early cannabis exposure and schizophrenia [Music] if you needed further proof illustrating the potentially lethal mix of teenagers and cannabis it can be found here in professor heard's lab young rats exposed to cannabis developed an appetite for other drugs it's called the gateway theory we did an animal study where we gave cannabis during the adolescent period and then studied them as adults and the group of rats that had gotten thc the active component of cannabis as teenagers they took more heroin as adults so clearly there was a gateway effect on the neurobiological level it had nothing to do with their friends their parents their genetics [Music] of course humans aren't rats but we are talking about the vulnerability of our teenagers to an insidious drug for lachlan it took a good 18 months of therapy at melbourne's origin center for adolescent health and the support of family and friends to help him get back his life why do you choose to speak out um i choose to speak out because i think there's a real lack of communication about it in terms of marijuana and in terms of the link to mental illness what impact has this had upon your life um it's had a huge huge impact um i think i think if if anything it's made me a lot stronger you survived yeah i did survive not everyone does yeah i know i know hello i'm sarah arbo thanks for watching 60 minutes australia subscribe to our channel now for brand new stories and exclusive clips every week and don't miss out on our extra minute segments and full episodes of 60 minutes on ninenow.com.eu and the 9now app
