web-scraper-order,web-scraper-start-url,headline,headline-href,datetime,body
"1681220741-153","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","""We need the information and evidence from those trials to inform appropriate preparations, concentrations and delivery,"" Dr Bartone said."
"1681220741-154","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","""We are at least a couple of years off in terms of clinical guidelines that will inform GPs,"" he said."
"1681220741-155","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","Dr Bartone said even when those three clinical trials are complete, medicinal cannabis would likely only be prescribed to sick patients suffering ""certain narrow conditions""."
"1681220741-156","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","He said specific evidence from various international studies showed ""moderate strength evidence"" that medicinal cannabis could help people."
"1681220741-157","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","Dr Bartone acknowledged there had been problems with the Special Access Scheme encountered by doctors and patients."
"1681220741-158","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","He blamed the current situation on ""popular political will"" to implement a solution before the usual clinical research and regulatory guidelines had been conducted and completed."
"1681220741-159","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","""This has been very much different to the usual process,"" Dr Bartone said."
"1681220741-160","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","""Usually studies and evidence and documentation is all in place before GPs have the ability to prescribe."""
"1681220741-161","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","Meanwhile,"
"1681220741-162","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","One reader told"
"1681220741-163","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","Others who contacted"
"1681220741-164","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017","Dr Bartone said the TGA has protected Australians for many years and the process had to be respected."
"1681220741-165","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis remains dilemma for Aussie GPs and patients","https://www.9news.com.au/health/medicinal-cannabis-remains-confusing-dilemma-for-australian-doctors-and-patients/93e36c19-18cc-4375-a339-93d4da424f0c","11:37am Aug 21, 2017",""
"1681220746-166","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","Australia could become the world's top supplier of medicinal cannabis - after the government announced it would legalise exports of the drug."
"1681220746-167","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","Health Minister Greg Hunt said the decision was made to benefit Australian patients and farmers."
"1681220746-168","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","""We have some of the best farmers in the world, we have some of the most secure conditions for the production of medicinal cannabis in the world,"" he said."
"1681220746-169","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","""Our goal is to give our farmers and manufacturers the opportunity to be the world's leading country for medicinal cannabis."""
"1681220746-170","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","The medicinal cannabis industry in Australia is currently limited, but it's expected this move will see it expand significantly."
"1681220746-171","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","Mr Hunt said that would provide Australian patients with a safer, more stable supply of the drug."
"1681220746-172","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","""By having an export product and an export market, we provide additional security for potential Australian producers and, in doing so...we secure supplies for Australian domestic patients,"" he said."
"1681220746-173","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","""Because under the new regulations, they will have the first right of access."""
"1681220746-174","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","Labor MP Anthony Albanese told reporters the issue of medicinal cannabis had bi-partisan support across the parliament."
"1681220746-175","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","""It appears to me Greg Hunt's move is a sensible move forward,"" he said."
"1681220746-176","https://www.9news.com.au/medicinal-cannabis","Australia set to become 'top exporter of medicinal cannabis'","https://www.9news.com.au/national/australia-set-to-become-top-exporter-of-medicinal-cannabis/d01b8f91-bfdb-4505-80dc-ed7c8172ea74","8:39pm Jan 4, 2018","""We know the medicinal use of cannabis can alleviate people's health issues and therefore if Australia is in a position to provide support, it should do so."""
"1681220750-177","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","From the outside, the compound looks part prison, part military base."
"1681220750-178","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","Barbed wire stretches around the facility and security is so high we were made to sign non-disclosure statements before we were given its location."
"1681220750-179","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","What sits behind the fence is an Australian first. A large-scale, legal cannabis crop will soon be grown at a top-secret Sunshine Coast location and"
"1681220750-180","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","""We do everything from growing to producing, harvesting and manufacture,"" Adam Benjamin said."
"1681220750-181","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","""Once you cover the ground that this is not smoked, it’s an oil, it doesn’t get you high, this is a medicine, I think most of the public and a lot of doctors want to come on-board and understand this better as a medicine."""
"1681220750-182","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","Medicinal cannabis is now legal in every Australian state. The federal government has flagged Australia as a potential global leader in exporting cannabis oil."
"1681220750-183","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","At the Sunshine Coast farm, which is run by company Medifarm, plants will be imported from Israel - a country that’s been researching medicinal cannabis heavily for two decades."
"1681220750-184","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","""In Australia, although it's our first rodeo we've been able to look at the road map from overseas, remembering that Israel leads the world,"" Mr Benjamin said."
"1681220750-185","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","The plants have been genetically developed by the Israelis over many years."
"1681220750-186","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","""It's the unique genetics and in those plants, if you can imagine, one gene plant, one particular plant being grown for epilepsy another gene line being grown for chronic pain."""
"1681220750-187","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","The Queensland government has announced that trials involving children being treated with medicinal cannabis  at the Lady Cilento Hospital will be expanded."
"1681220750-188","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","The results of the trials, which have been underway for one year, have been mixed."
"1681220750-189","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","""We've had a good response in four. By that I mean seizure control has improved, not completely gone and their quality of life has improved,"" Dr Geoff Wallace from the Lady Cilento Children’s Hospital said."
"1681220750-190","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","Dr Wallace believes more research is needed into the potential benefits of medicinal cannabis but that even when that's complete, cannabis oil won’t be a first line treatment in the future."
"1681220750-191","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","Medicinal cannabis has been known to help with not just epilepsy but symptoms of chronic pain, multiple sclerosis and in some cases help ease the effects of cancer treatment."
"1681220750-192","https://www.9news.com.au/medicinal-cannabis","The giant medicinal cannabis crop being grown on the Sunshine Coast","https://www.9news.com.au/national/medicinal-cannabis-grown-sunshine-coast-legal-crop-compound-tour-today/1dc9b48e-a68f-46f2-b7f6-7f92a0ef3fe8","2:52pm Feb 1, 2018","The first plants will begin growing at the Medifarm facility in coming weeks, with oil ready for patients by the middle of the year."
"1681220754-193","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","One of Australia's highest-profile medicinal cannabis suppliers is prepared to face nine-years' jail in a court case that could set a national legal precedent."
"1681220754-194","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Adelaide woman Jenny Hallam, 45, was raided by police in January last year, halting the supply of her cannabis oil to almost 300 Australians suffering from a range of medical conditions."
"1681220754-195","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Some of Ms Hallam's clients, who she said all received the medicinal cannabis for free, may now appear in court to help her try to avoid a jail term similar in length faced by convicted ice manufacturers."
"1681220754-196","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Ms Hallam told"
"1681220754-197","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""If I have to go to jail for this, I will go to jail. What I did was morally right,"" Ms Hallam said."
"1681220754-198","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""There were young children, teenage girls and all kinds of other sick and dying people who came to me looking for relief."
"1681220754-199","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""I felt I had a duty to help these people … they don't have time for this government to sort this out."""
"1681220754-200","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Medicinal cannabis was legalised in November 2016, but"
"1681220754-201","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Ms Hallam said her clients included people with terminal cancer, epilepsy, pain, auto-immune diseases, and other conditions such as Parkinson's disease and Crohn's disease."
"1681220754-202","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""If I had been charging people and making a profit from it I could understand why they would want to go after me,"" Ms Hallam said."
"1681220754-203","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""But I was never charging, I was giving it away for free. It actually cost me a lot of money to do this."""
"1681220754-204","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Ms Hallam said she agonised over the decision to plead not guilty to charges of supply and possession, and the more serious charge of manufacture of cannabis oil."
"1681220754-205","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""It would have all gone away if I had pleaded guilty, but it wouldn't have changed anything, it wouldn't have helped anybody else,"" she said."
"1681220754-206","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""Something needs to be done."""
"1681220754-207","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Ms Hallam said the stress of the raid 15 months ago had caused her to lose 15kg. Three lawyers are working on her case, including two pro-bono barristers."
"1681220754-208","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","One of Australia's highest-profile medicinal cannabis patients, 21-year-old NSW man Ben Oakley, was a regular recipient of Ms Hallam's homemade oil."
"1681220754-209","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018",""
"1681220754-210","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","He has described the seizures as like having a Taser pushed up against his spine. Each episode can last for hours, causing extreme spikes in blood pressure, pulse and body temperature."
"1681220754-211","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Mr Oakley’s father, Michael Oakley, said the police raid on Ms Hallam had endangered his son's life."
"1681220754-212","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""In any other endeavour within this country if you selflessly save someone's life you are considered a hero, frequently you will get a medal,"" Michael Oakley said."
"1681220754-213","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""Jenny is a criminal only because the law is ridiculous and it's harder to get medicinal cannabis in this country than it is to buy a gun."""
"1681220754-214","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Michael Oakley said before taking medicinal cannabis oil his son had suffered more than 600 seizures during a two-year period in which no pharmaceutical drugs helped."
"1681220754-215","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","In the two years since, Michael Oakley said his son had only endured three short episodes."
"1681220754-216","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""What Jenny has done is give people hope,"" he said."
"1681220754-217","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Mr Oakley said he and Ben would travel to Adelaide and appear in court to stop the ""persecution"" of Ms Hallam."
"1681220754-218","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","People who have contacted"
"1681220754-219","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","In August, AMA vice-president Tony Bartone told"
"1681220754-220","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Dr Bartone said that until those clinical trials are complete, Australian GPs had ""virtually no real role to offer"" medicinal cannabis to patients."
"1681220754-221","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","""We are at least a couple of years off in terms of clinical guidelines that will inform GPs,"" he said."
"1681220754-222","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","The Department of Health had not responded to request for comment at the time of publication."
"1681220754-223","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018","Ms Hallam will next appear in court on March 2, as proceedings move towards a possible a District Court trial."
"1681220754-224","https://www.9news.com.au/medicinal-cannabis","Medicinal cannabis supplier set for government showdown in SA court","https://www.9news.com.au/health/jenny-hallam-medicinal-cannabis-supplier-set-for-government-showdown-in-south-australia-court/23f0f07b-77c6-4dd8-8633-b3b97cc1d18d","12:03pm Feb 12, 2018",""
"1681220759-225","https://www.9news.com.au/medicinal-cannabis","'Cumbersome' medicinal cannabis process 'unworkable'","https://www.9news.com.au/health/cumbersome-medicinal-cannabis-process-only-for-the-wealthy-lucky-few/8421df3d-f870-4a29-98ad-527adebe0d16","12:17pm Feb 22, 2018","An Australian GP has criticised access to medicinal cannabis in Australia as ""unworkable""."
"1681220759-226","https://www.9news.com.au/medicinal-cannabis","'Cumbersome' medicinal cannabis process 'unworkable'","https://www.9news.com.au/health/cumbersome-medicinal-cannabis-process-only-for-the-wealthy-lucky-few/8421df3d-f870-4a29-98ad-527adebe0d16","12:17pm Feb 22, 2018","Caroline*, a doctor from Adelaide, said the oppressive bureaucracy surrounding medicinal cannabis sits in contrast to the way pharmaceutical opioids are dispensed to patients."
